0	0.9	2.246024390459061	
1	0.82	1.4753356212377549	
2	0.64	1.2640465486049652	
3	0.74	1.0913631999492646	
4	0.8	1.0276183915138244	
5	0.86	1.6147126072645188	
6	0.42	1.6357067239284515	
7	0.7	2.1095906400680544	
8	0.86	2.3555245327949526	
9	0.96	1.892131692171097	
10	0.84	1.8421544015407563	
11	0.86	1.5535881841182708	
12	0.86	1.6077212178707123	
13	0.92	1.5948513126373292	
14	0.88	1.7720507848262788	
15	0.9	2.016926820278168	
16	0.76	1.7106812036037444	
17	0.88	1.7268638300895691	
18	0.82	2.1417729377746584	
19	0.88	1.512740740776062	
20	0.84	1.8293909418582917	
21	0.84	1.4820420086383819	
22	0.82	1.4605145871639251	
23	0.8	1.7647261703014374	
24	0.94	2.0896372842788695	
25	0.88	2.62399076461792	
26	0.78	1.8824613440036773	
27	0.74	2.053287237882614	
28	0.84	2.1766191029548647	
29	0.88	1.4815218293666839	
30	0.64	2.236965067386627	
31	0.66	1.6953906214237213	
32	0.48	1.8762962245941162	
33	0.66	1.8372891402244569	
34	0.6	1.8872727966308593	
35	0.56	1.9991637444496155	
36	0.56	2.178424745798111	
37	0.66	2.363390486240387	
38	0.74	1.7719531238079071	
39	0.76	2.3261579346656798	
40	0.52	1.6220276606082917	
41	0.9	2.4821839189529418	
42	0.74	2.0635714077949525	
43	0.84	2.242454969882965	
44	0.58	2.2255054152011873	
45	0.72	2.3215409755706786	
46	0.28	1.8922237598896026	
47	0.78	2.0280416893959043	
48	0.86	2.2362742972373963	
49	0.68	2.14492228269577	
50	0.66	2.0569180631637574	
51	0.84	1.9628555595874786	
52	0.76	2.163980402946472	
53	0.72	1.7585889619588853	
54	0.62	2.277632339000702	
55	0.3	1.8466968262195587	
56	0.76	2.204180892705917	
57	0.8	2.5727172088623047	
58	0.58	2.087251272201538	
59	0.62	1.5151941108703613	
60	0.32	2.139929851293564	
61	0.66	2.147181123495102	
62	0.48	2.2016828751564024	
63	0.86	1.919202789068222	
64	0.64	1.6875745332241059	
65	0.64	2.086833964586258	
66	0.48	2.166441715955734	
67	0.52	2.4419112682342528	
68	0.26	2.1397879576683043	
69	0.94	1.885749752521515	
70	0.74	1.6529775178432464	
71	0.84	1.788691017627716	
72	0.86	1.6175031852722168	
73	0.72	1.5844889962673188	
74	0.18	1.5680723905563354	
75	0.84	1.521048333644867	
76	0.86	2.143360563516617	
77	0.48	1.9459068262577057	
78	0.74	1.5625374627113342	
79	0.64	2.0148154509067537	
80	0.92	1.7738536500930786	
81	0.76	2.0009327185153962	
82	0.82	2.3177734422683716	
83	0.94	1.9966593444347382	
84	0.88	2.6470579516887667	
85	0.82	2.0842996573448183	
86	0.8	2.1596719467639924	
87	0.96	1.5337826752662658	
88	0.86	2.0444881772994994	
89	0.82	1.7021057945489884	
90	0.96	2.1011316180229187	
91	0.88	2.181460872888565	
92	0.94	1.3848030841350556	
93	0.82	1.9144108545780183	
94	0.86	1.2665656912326813	
95	0.92	1.5292653846740722	
96	0.84	1.9220990061759948	
97	0.74	1.8900749325752257	
98	0.9	1.7572153949737548	
99	0.64	1.9201829516887665	
100	0.98	1.8186244475841522	
101	0.62	2.193334262371063	
102	0.98	2.749616947174072	
103	0.78	1.4750430607795715	
104	0.68	2.2425083541870117	
105	0.86	2.229369029998779	
106	0.74	1.9123688554763794	
107	0.82	1.3615888118743897	
108	0.58	2.4340266180038452	
109	0.8	2.2980440759658816	
110	0.88	2.5856983256340027	
111	0.86	0.9124214786291123	
112	0.72	1.6396827149391173	
113	0.72	1.9839090406894684	
114	0.64	2.123775522708893	
115	0.7	2.195357152223587	
116	0.78	2.408916623592377	
117	0.8	1.8254308772087098	
118	0.72	2.1633230936527252	
119	0.62	2.4153029227256777	
120	0.72	2.0138074100017547	
121	0.82	2.2670826578140257	
